,Unnamed: 0,Reference,Bibliography,Instance number,First Layer,Counter Electrode,Reference Electrode,WE area(cm2),Power(W),Wavelength(nm),Intensity(mW/cm2),AM1.5G,ElectrolyteType,Electrolyte Molarity (M),pH,BandGap(eV),Bias vs what,Experimental Bias (V),correction factor, RHE bias (V vs RHE),PhotocurrentDensity(mA/cm2)
3078,4302,86,"Carraro G, Maccato C, Gasparotto A, Warwick MEA, Sada C, Turner S, et al. Hematite-based nanocomposites for light-activated applications: Synergistic role of TiO2 and Au introduction. Sol Energy Mater Sol Cells 2017;159:456–66. https://doi.org/10.1016/j.solmat.2016.09.037.",362,FeO,Pt wire,Ag/AgCl,2,300,410,100,1,NaOH,1,13.6,0,RHE,1.53,0,1.53,16.6
3079,4303,86,"Carraro G, Maccato C, Gasparotto A, Warwick MEA, Sada C, Turner S, et al. Hematite-based nanocomposites for light-activated applications: Synergistic role of TiO2 and Au introduction. Sol Energy Mater Sol Cells 2017;159:456–66. https://doi.org/10.1016/j.solmat.2016.09.037.",362,FeO,Pt wire,Ag/AgCl,2,300,410,100,1,NaOH,1,13.6,0,RHE,1.54,0,1.54,17.7
3080,4304,86,"Carraro G, Maccato C, Gasparotto A, Warwick MEA, Sada C, Turner S, et al. Hematite-based nanocomposites for light-activated applications: Synergistic role of TiO2 and Au introduction. Sol Energy Mater Sol Cells 2017;159:456–66. https://doi.org/10.1016/j.solmat.2016.09.037.",362,FeO,Pt wire,Ag/AgCl,2,300,410,100,1,NaOH,1,13.6,0,RHE,1.55,0,1.55,18.8
3081,4305,86,"Carraro G, Maccato C, Gasparotto A, Warwick MEA, Sada C, Turner S, et al. Hematite-based nanocomposites for light-activated applications: Synergistic role of TiO2 and Au introduction. Sol Energy Mater Sol Cells 2017;159:456–66. https://doi.org/10.1016/j.solmat.2016.09.037.",362,FeO,Pt wire,Ag/AgCl,2,300,410,100,1,NaOH,1,13.6,0,RHE,1.55,0,1.55,19.6
3173,4480,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,0.616,0,0.616,-0.004
3174,4481,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,0.691,0,0.691,0.001
3175,4482,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,0.765,0,0.765,0.003
3176,4483,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,0.85,0,0.85,-0.003
3177,4484,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,0.924,0,0.924,0.001
3178,4485,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,0.998,0,0.998,0.004
3179,4486,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,1.072,0,1.072,0.011
3180,4487,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,1.147,0,1.147,0.053
3181,4488,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,1.222,0,1.222,0.182
3182,4489,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,1.289,0,1.289,0.363
3183,4490,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,1.352,0,1.352,0.554
3184,4491,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,1.407,0,1.407,0.74
3185,4492,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,1.457,0,1.457,0.924
3186,4493,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,1.504,0,1.504,1.108
3187,4494,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,1.547,0,1.547,1.289
3188,4495,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,1.585,0,1.585,1.466
3189,4496,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,1.619,0,1.619,1.644
3190,4497,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,1.65,0,1.65,1.833
3191,4498,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,1.679,0,1.679,2.028
3192,4499,92,"Bosso P, Milella A, Barucca G, Mengucci P, Armenise V, Fanelli F, et al. Plasma-assisted deposition of iron oxide thin films for photoelectrochemical water splitting. Plasma Process Polym 2021;18:1–12. https://doi.org/10.1002/ppap.202000121.",522,FeO,Pt plate,Ag/AgCl,1,150,410,100,1,NaOH,1,13.6,2.02,RHE,1.702,0,1.702,2.187
3193,4735,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",363,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,3.26,Ag/AgCl,0.353,0.197,0.963,0.005
3194,4736,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",363,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,3.26,Ag/AgCl,0.603,0.197,1.213,0.031
3195,4737,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",363,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,3.26,Ag/AgCl,0.863,0.197,1.473,0.13
3196,4738,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",363,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,3.26,Ag/AgCl,1.022,0.197,1.632,0.14
3197,4739,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",363,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,3.26,Ag/AgCl,1.191,0.197,1.801,0.15
3198,4740,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",363,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,3.26,Ag/AgCl,1.38,0.197,1.99,0.149
3199,4741,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",363,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,3.26,Ag/AgCl,1.57,0.197,2.18,0.154
3200,4742,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",363,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,3.26,Ag/AgCl,1.823,0.197,2.433,0.175
3201,4743,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",364,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.88,Ag/AgCl,0.283,0.197,0.893,0.002
3202,4744,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",364,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.88,Ag/AgCl,0.643,0.197,1.253,0.007
3203,4745,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",364,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.88,Ag/AgCl,0.824,0.197,1.434,0.014
3204,4746,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",364,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.88,Ag/AgCl,1.051,0.197,1.661,0.028
3205,4747,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",364,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.88,Ag/AgCl,1.289,0.197,1.899,0.103
3206,4748,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",364,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.88,Ag/AgCl,1.495,0.197,2.105,0.221
3207,4749,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",364,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.88,Ag/AgCl,1.69,0.197,2.3,0.374
3208,4750,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",364,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.88,Ag/AgCl,1.889,0.197,2.499,0.511
3209,4751,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",365,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.75,Ag/AgCl,0.316,0.197,0.926,-0.017
3210,4752,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",365,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.75,Ag/AgCl,0.544,0.197,1.154,0.011
3211,4753,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",365,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.75,Ag/AgCl,0.799,0.197,1.409,0.097
3212,4754,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",365,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.75,Ag/AgCl,0.992,0.197,1.602,0.245
3213,4755,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",365,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.75,Ag/AgCl,1.13,0.197,1.74,0.375
3214,4756,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",365,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.75,Ag/AgCl,1.264,0.197,1.874,0.526
3215,4757,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",365,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.75,Ag/AgCl,1.383,0.197,1.993,0.68
3216,4758,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",365,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.75,Ag/AgCl,1.49,0.197,2.1,0.833
3217,4759,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",365,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.75,Ag/AgCl,1.589,0.197,2.199,0.985
3218,4760,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",365,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.75,Ag/AgCl,1.681,0.197,2.291,1.139
3219,4761,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",365,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.75,Ag/AgCl,1.768,0.197,2.378,1.294
3220,4762,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",365,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.75,Ag/AgCl,1.851,0.197,2.461,1.444
3221,4763,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",365,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.75,Ag/AgCl,1.932,0.197,2.542,1.599
3222,4764,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",365,ZnO,Pt wire,Ag/AgCl,1,300,410,100,1,Na2SO4,0.5,7,2.75,Ag/AgCl,1.983,0.197,2.593,1.701
3223,4765,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",366,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,3.26,Ag/AgCl,0.359,0.197,0.969,0
3224,4766,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",366,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,3.26,Ag/AgCl,0.545,0.197,1.155,0
3225,4767,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",366,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,3.26,Ag/AgCl,0.699,0.197,1.309,0
3226,4768,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",366,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,3.26,Ag/AgCl,0.852,0.197,1.462,0
3227,4769,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",366,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,3.26,Ag/AgCl,1.006,0.197,1.616,0
3228,4770,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",366,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,3.26,Ag/AgCl,1.16,0.197,1.77,0
3229,4771,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",366,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,3.26,Ag/AgCl,1.313,0.197,1.923,0
3230,4772,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",366,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,3.26,Ag/AgCl,1.467,0.197,2.077,0
3231,4773,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",366,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,3.26,Ag/AgCl,1.621,0.197,2.231,0
3232,4774,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",366,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,3.26,Ag/AgCl,1.748,0.197,2.358,0
3233,4775,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",367,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.88,Ag/AgCl,-0.315,0.197,0.295,0.068
3234,4776,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",367,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.88,Ag/AgCl,0.359,0.197,0.969,-0.001
3235,4777,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",367,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.88,Ag/AgCl,0.545,0.197,1.155,0
3236,4778,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",367,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.88,Ag/AgCl,0.699,0.197,1.309,0
3237,4779,99,"Xiao J, Hou X, Zhao L, Li Y. A carbon-quantum-dot-sensitized ZnO:Ga/ZnO multijunction composite photoanode for photoelectrochemical water splitting under visible light irradiation. J Catal 2017;346:70–7. https://doi.org/10.1016/j.jcat.2016.11.028.",367,ZnO,Pt wire,Ag/AgCl,1,300,420,100,0,Na2SO4,0.5,7,2.88,Ag/AgCl,0.852,0.197,1.462,0
